,Quarter,Municipality,Total,Males,Females,Non-binary/Other,Icelandic citizens,Foreign citizens
1382,2016Q1, Borgarbyggd,3570,1860,1710,.,3360,220
1383,2016Q1, Grundarfjardarbaer,870,440,430,.,740,140
1384,2016Q1, Eyja- og Miklaholtshreppur,130,60,60,.,100,35
1385,2016Q1, Snaefellsbaer,1620,830,780,.,1370,240
1386,2016Q1, Sveitarfelagid Stykkisholmur,1160,590,570,.,1050,110
1387,2016Q1, Dalabyggd,670,350,320,.,650,25
1388,2016Q1, Bolungarvikurkaupstadur,890,470,420,.,730,150
1389,2016Q1, Isafjardarbaer,3530,1790,1740,.,3220,310
1390,2016Q1, Reykholahreppur,270,140,130,.,260,5
1391,2016Q1, Vesturbyggd,1240,650,590,.,1080,160
1392,2016Q1, Sudavikurhreppur,170,90,80,.,140,30
1393,2016Q1, Arneshreppur,50,25,25,.,50,0
1394,2016Q1, Kaldrananeshreppur,100,50,50,.,100,5
1395,2016Q1, Strandabyggd,460,240,220,.,460,10
1396,2016Q1, Hunathing vestra,1150,560,590,.,1100,50
1397,2016Q1, Sveitarfelagid Skagastrond,480,250,230,.,470,15
1398,2016Q1, Hunabyggd,1370,710,660,.,1280,90
1399,2016Q1, Skagafjordur,4090,2050,2050,.,3940,150
1400,2016Q1, Akureyrarbaer,18160,9000,9160,.,17640,520
1401,2016Q1, Nordurthing,2810,1460,1360,.,2560,250
1402,2016Q1, Fjallabyggd,2010,1020,990,.,1920,90
1403,2016Q1, Dalvikurbyggd,1830,950,890,.,1670,170
1404,2016Q1, Eyjafjardarsveit,1010,500,500,.,970,35
1405,2016Q1, Horgarsveit,560,290,270,.,540,10
1406,2016Q1, Svalbardsstrandarhreppur,420,230,180,.,350,60
1407,2016Q1, Grytubakkahreppur,350,180,170,.,330,15
1408,2016Q1, Tjorneshreppur,60,30,30,.,60,0
1409,2016Q1, Thingeyjarsveit,1280,680,600,.,1190,80
1410,2016Q1, Langanesbyggd,590,310,280,.,520,70
1411,2016Q1, Fjardabyggd,4790,2540,2240,.,4270,510
1412,2016Q1, Mulathing,4640,2390,2250,.,4370,260
1413,2016Q1, Vopnafjardarhreppur,640,330,310,.,620,15
1414,2016Q1, Fljotsdalshreppur,70,45,25,.,70,0
1415,2016Q1, Vestmannaeyjabaer,4240,2190,2050,.,3970,270
1416,2016Q1, Sveitarfelagid Arborg,8180,4130,4050,.,7820,360
1417,2016Q1, Sveitarfelagid Hornafjordur,2130,1130,1000,.,1950,180
1418,2016Q1, Myrdalshreppur,510,260,250,.,400,110
1419,2016Q1, Skaftarhreppur,480,260,220,.,420,60
1420,2016Q1, Asahreppur,210,110,110,.,190,25
1421,2016Q1, Rangarthing eystra,1730,900,830,.,1510,220
1422,2016Q1, Rangarthing ytra,1500,750,750,.,1340,160
1423,2016Q1, Hrunamannahreppur,770,410,360,.,650,120
1424,2016Q1, Hveragerdisbaer,2420,1220,1200,.,2310,100
1425,2016Q1, Sveitarfelagid Olfus,1910,1010,900,.,1620,290
1426,2016Q1, Grimsnes- og Grafningshreppur,450,240,210,.,400,50
1427,2016Q1, Skeida- og Gnupverjahreppur,520,260,260,.,470,50
1428,2016Q1, Blaskogabyggd,970,490,480,.,810,160
1429,2016Q1, Floahreppur,610,320,290,.,580,30
1430,2016Q2,Total,328890,165200,163690,.,302830,26060
1431,2016Q2,Capital region,210290,104470,105820,.,194010,16270
1432,2016Q2, Reykjavikurborg,119490,59250,60230,.,108870,10620
1433,2016Q2, Kopavogsbaer,34310,17100,17210,.,31860,2450
1434,2016Q2, Seltjarnarnesbaer,4330,2150,2180,.,4100,230
1435,2016Q2, Gardabaer,14590,7180,7410,.,14120,460
1436,2016Q2, Hafnarfjardarkaupstadur,27940,13860,14080,.,25790,2150
1437,2016Q2, Mosfellsbaer,9430,4820,4610,.,9070,360
1438,2016Q2, Kjosarhreppur,210,110,100,.,200,10
1439,2016Q2,Other regions,118610,60730,57880,.,108820,9790
1440,2016Q2, Reykjanesbaer,15560,7950,7610,.,13520,2040
1441,2016Q2, Grindavikurbaer,3110,1640,1470,.,2750,360
1442,2016Q2, Sveitarfelagid Vogar,1180,610,570,.,1030,140
1443,2016Q2, Sudurnesjabaer,3050,1630,1420,.,2630,430
1444,2016Q2, Akraneskaupstadur,6920,3530,3390,.,6450,470
1445,2016Q2, Skorradalshreppur,50,30,25,.,50,.
1446,2016Q2, Hvalfjardarsveit,630,330,300,.,590,35
1447,2016Q2, Borgarbyggd,3560,1850,1710,.,3320,240
1448,2016Q2, Grundarfjardarbaer,850,430,420,.,710,140
1449,2016Q2, Eyja- og Miklaholtshreppur,130,60,60,.,100,30
1450,2016Q2, Snaefellsbaer,1620,840,790,.,1370,260
1451,2016Q2, Sveitarfelagid Stykkisholmur,1180,590,590,.,1070,120
1452,2016Q2, Dalabyggd,670,350,330,.,650,30
1453,2016Q2, Bolungarvikurkaupstadur,890,470,420,.,740,150
1454,2016Q2, Isafjardarbaer,3540,1790,1750,.,3220,310
1455,2016Q2, Reykholahreppur,280,140,130,.,270,5
1456,2016Q2, Vesturbyggd,1240,650,590,.,1080,160
1457,2016Q2, Sudavikurhreppur,170,100,80,.,140,35
1458,2016Q2, Arneshreppur,60,30,30,.,60,0
1459,2016Q2, Kaldrananeshreppur,100,50,50,.,100,5
1460,2016Q2, Strandabyggd,470,240,230,.,460,10
1461,2016Q2, Hunathing vestra,1140,550,590,.,1090,50
1462,2016Q2, Sveitarfelagid Skagastrond,470,240,230,.,450,20
1463,2016Q2, Hunabyggd,1370,710,660,.,1280,90
1464,2016Q2, Skagafjordur,4100,2050,2050,.,3950,150
1465,2016Q2, Akureyrarbaer,18250,9060,9190,.,17730,530
1466,2016Q2, Nordurthing,2850,1490,1360,.,2570,280
1467,2016Q2, Fjallabyggd,2020,1020,1000,.,1930,90
1468,2016Q2, Dalvikurbyggd,1830,950,890,.,1660,170
1469,2016Q2, Eyjafjardarsveit,1000,500,500,.,970,30
1470,2016Q2, Horgarsveit,560,290,270,.,550,15
1471,2016Q2, Svalbardsstrandarhreppur,430,240,190,.,360,80
1472,2016Q2, Grytubakkahreppur,350,180,170,.,330,15
1473,2016Q2, Tjorneshreppur,60,30,30,.,60,0
1474,2016Q2, Thingeyjarsveit,1300,690,610,.,1200,100
1475,2016Q2, Langanesbyggd,590,310,280,.,510,70
1476,2016Q2, Fjardabyggd,4810,2570,2240,.,4280,540
1477,2016Q2, Mulathing,4640,2390,2260,.,4380,270
1478,2016Q2, Vopnafjardarhreppur,640,330,310,.,630,15
1479,2016Q2, Fljotsdalshreppur,70,50,25,.,70,5
1480,2016Q2, Vestmannaeyjabaer,4250,2210,2050,.,3970,280
1481,2016Q2, Sveitarfelagid Arborg,8250,4160,4090,.,7870,380
1482,2016Q2, Sveitarfelagid Hornafjordur,2140,1130,1010,.,1940,200
1483,2016Q2, Myrdalshreppur,530,270,270,.,400,130
1484,2016Q2, Skaftarhreppur,480,260,220,.,420,60
1485,2016Q2, Asahreppur,210,110,110,.,190,25
1486,2016Q2, Rangarthing eystra,1720,890,830,.,1500,220
1487,2016Q2, Rangarthing ytra,1530,760,760,.,1360,160
1488,2016Q2, Hrunamannahreppur,760,410,360,.,630,130
1489,2016Q2, Hveragerdisbaer,2420,1220,1200,.,2320,100
1490,2016Q2, Sveitarfelagid Olfus,1950,1020,920,.,1650,290
1491,2016Q2, Grimsnes- og Grafningshreppur,450,250,210,.,410,45
1492,2016Q2, Skeida- og Gnupverjahreppur,530,270,260,.,460,70
1493,2016Q2, Blaskogabyggd,990,500,490,.,820,170
1494,2016Q2, Floahreppur,620,330,290,.,580,35
1495,2016Q3,Total,330940,166430,164510,.,303480,27460
1496,2016Q3,Capital region,211470,105110,106370,.,194470,17010
1497,2016Q3, Reykjavikurborg,119830,59430,60400,.,108760,11080
1498,2016Q3, Kopavogsbaer,34550,17250,17300,.,32030,2520
1499,2016Q3, Seltjarnarnesbaer,4360,2160,2200,.,4120,250
1500,2016Q3, Gardabaer,14820,7290,7530,.,14320,500
1501,2016Q3, Hafnarfjardarkaupstadur,28180,14000,14170,.,25920,2260
1502,2016Q3, Mosfellsbaer,9530,4860,4670,.,9130,400
1503,2016Q3, Kjosarhreppur,210,110,100,.,200,10
1504,2016Q3,Other regions,119460,61320,58140,.,109020,10450
1505,2016Q3, Reykjanesbaer,15930,8210,7730,.,13630,2300
1506,2016Q3, Grindavikurbaer,3140,1660,1480,.,2770,380
1507,2016Q3, Sveitarfelagid Vogar,1180,610,580,.,1040,140
1508,2016Q3, Sudurnesjabaer,3120,1670,1440,.,2680,440
1509,2016Q3, Akraneskaupstadur,6950,3540,3420,.,6470,480
1510,2016Q3, Skorradalshreppur,50,25,25,.,50,.
1511,2016Q3, Hvalfjardarsveit,630,330,310,.,600,30
1512,2016Q3, Borgarbyggd,3620,1880,1740,.,3340,270
1513,2016Q3, Grundarfjardarbaer,860,440,420,.,710,150
1514,2016Q3, Eyja- og Miklaholtshreppur,130,60,60,.,90,30
1515,2016Q3, Snaefellsbaer,1630,830,790,.,1360,260
1516,2016Q3, Sveitarfelagid Stykkisholmur,1180,590,590,.,1060,120
1517,2016Q3, Dalabyggd,670,350,320,.,640,25
1518,2016Q3, Bolungarvikurkaupstadur,890,480,410,.,740,150
1519,2016Q3, Isafjardarbaer,3540,1790,1750,.,3210,340
1520,2016Q3, Reykholahreppur,270,140,130,.,260,5
1521,2016Q3, Vesturbyggd,1260,660,590,.,1090,160
1522,2016Q3, Sudavikurhreppur,170,90,80,.,140,35
1523,2016Q3, Arneshreppur,50,25,25,.,50,.
1524,2016Q3, Kaldrananeshreppur,110,50,60,.,100,10
1525,2016Q3, Strandabyggd,470,240,230,.,460,10
1526,2016Q3, Hunathing vestra,1150,560,590,.,1090,60
1527,2016Q3, Sveitarfelagid Skagastrond,470,240,230,.,450,20
1528,2016Q3, Hunabyggd,1370,710,660,.,1280,90
1529,2016Q3, Skagafjordur,4110,2050,2060,.,3950,160
1530,2016Q3, Akureyrarbaer,18300,9080,9220,.,17730,570
1531,2016Q3, Nordurthing,2930,1560,1360,.,2560,360
1532,2016Q3, Fjallabyggd,2010,1020,990,.,1930,90
1533,2016Q3, Dalvikurbyggd,1810,930,880,.,1650,160
1534,2016Q3, Eyjafjardarsveit,1000,500,500,.,960,35
1535,2016Q3, Horgarsveit,570,290,280,.,550,20
1536,2016Q3, Svalbardsstrandarhreppur,430,250,180,.,350,80
1537,2016Q3, Grytubakkahreppur,350,180,170,.,330,15
1538,2016Q3, Tjorneshreppur,60,30,30,.,60,0
1539,2016Q3, Thingeyjarsveit,1320,720,600,.,1190,140
1540,2016Q3, Langanesbyggd,570,300,270,.,500,70
1541,2016Q3, Fjardabyggd,4800,2570,2230,.,4250,550
1542,2016Q3, Mulathing,4660,2390,2270,.,4380,280
1543,2016Q3, Vopnafjardarhreppur,640,330,310,.,620,15
1544,2016Q3, Fljotsdalshreppur,80,50,30,.,80,5
1545,2016Q3, Vestmannaeyjabaer,4250,2200,2040,.,3950,300
1546,2016Q3, Sveitarfelagid Arborg,8310,4200,4110,.,7930,380
1547,2016Q3, Sveitarfelagid Hornafjordur,2160,1150,1010,.,1950,220
1548,2016Q3, Myrdalshreppur,550,280,270,.,410,140
1549,2016Q3, Skaftarhreppur,480,250,220,.,410,60
1550,2016Q3, Asahreppur,230,120,110,.,190,40
1551,2016Q3, Rangarthing eystra,1730,900,830,.,1510,220
1552,2016Q3, Rangarthing ytra,1510,750,760,.,1350,160
1553,2016Q3, Hrunamannahreppur,770,410,360,.,630,140
1554,2016Q3, Hveragerdisbaer,2450,1230,1220,.,2350,100
1555,2016Q3, Sveitarfelagid Olfus,1960,1030,930,.,1670,290
1556,2016Q3, Grimsnes- og Grafningshreppur,440,240,210,.,390,50
1557,2016Q3, Skeida- og Gnupverjahreppur,570,310,260,.,470,100
1558,2016Q3, Blaskogabyggd,1000,500,500,.,810,180
1559,2016Q3, Floahreppur,620,330,290,.,590,30
1560,2016Q4,Total,332560,167540,165030,.,304020,28540
1561,2016Q4,Capital region,212660,105920,106740,.,194920,17750
1562,2016Q4, Reykjavikurborg,120520,59950,60580,.,108870,11660
1563,2016Q4, Kopavogsbaer,34660,17340,17330,.,32120,2550
1564,2016Q4, Seltjarnarnesbaer,4360,2160,2210,.,4110,250
1565,2016Q4, Gardabaer,14980,7380,7600,.,14470,520
1566,2016Q4, Hafnarfjardarkaupstadur,28280,14070,14210,.,25940,2340
1567,2016Q4, Mosfellsbaer,9640,4920,4720,.,9210,420
1568,2016Q4, Kjosarhreppur,210,110,100,.,200,15
1569,2016Q4,Other regions,119900,61610,58290,.,109110,10800
1570,2016Q4, Reykjanesbaer,16060,8300,7760,.,13650,2410
1571,2016Q4, Grindavikurbaer,3180,1670,1510,.,2780,400
1572,2016Q4, Sveitarfelagid Vogar,1190,600,580,.,1050,140
1573,2016Q4, Sudurnesjabaer,3180,1720,1470,.,2710,470
1574,2016Q4, Akraneskaupstadur,6980,3540,3440,.,6490,490
1575,2016Q4, Skorradalshreppur,60,30,25,.,60,.
1576,2016Q4, Hvalfjardarsveit,630,320,310,.,600,30
1577,2016Q4, Borgarbyggd,3630,1890,1740,.,3340,290
1578,2016Q4, Grundarfjardarbaer,850,440,410,.,710,140
1579,2016Q4, Eyja- og Miklaholtshreppur,120,60,60,.,90,25
1580,2016Q4, Snaefellsbaer,1610,830,790,.,1360,260
1581,2016Q4, Sveitarfelagid Stykkisholmur,1200,610,600,.,1070,130
1582,2016Q4, Dalabyggd,670,350,310,.,640,30
1583,2016Q4, Bolungarvikurkaupstadur,890,470,420,.,730,160
1584,2016Q4, Isafjardarbaer,3560,1800,1750,.,3210,350
1585,2016Q4, Reykholahreppur,280,150,130,.,270,5
1586,2016Q4, Vesturbyggd,1240,650,590,.,1080,160
1587,2016Q4, Sudavikurhreppur,180,100,80,.,150,35
1588,2016Q4, Arneshreppur,45,20,25,.,45,.
1589,2016Q4, Kaldrananeshreppur,110,50,60,.,100,10
1590,2016Q4, Strandabyggd,460,240,220,.,450,5
1591,2016Q4, Hunathing vestra,1160,560,600,.,1100,60
1592,2016Q4, Sveitarfelagid Skagastrond,480,240,230,.,450,25
1593,2016Q4, Hunabyggd,1370,710,660,.,1280,90
1594,2016Q4, Skagafjordur,4090,2040,2050,.,3920,170
1595,2016Q4, Akureyrarbaer,18330,9120,9210,.,17750,580
1596,2016Q4, Nordurthing,2930,1570,1360,.,2540,380
1597,2016Q4, Fjallabyggd,2020,1030,990,.,1920,90
1598,2016Q4, Dalvikurbyggd,1810,920,890,.,1640,170
1599,2016Q4, Eyjafjardarsveit,1000,500,500,.,960,35
1600,2016Q4, Horgarsveit,560,290,280,.,550,15
1601,2016Q4, Svalbardsstrandarhreppur,440,260,180,.,360,80
1602,2016Q4, Grytubakkahreppur,350,180,170,.,340,15
1603,2016Q4, Tjorneshreppur,60,25,30,.,60,0
1604,2016Q4, Thingeyjarsveit,1320,720,600,.,1160,150
1605,2016Q4, Langanesbyggd,570,300,270,.,500,70
1606,2016Q4, Fjardabyggd,4810,2580,2240,.,4260,550
1607,2016Q4, Mulathing,4670,2410,2270,.,4390,290
1608,2016Q4, Vopnafjardarhreppur,640,340,310,.,630,15
1609,2016Q4, Fljotsdalshreppur,80,50,30,.,80,5
1610,2016Q4, Vestmannaeyjabaer,4250,2200,2050,.,3960,290
1611,2016Q4, Sveitarfelagid Arborg,8370,4230,4140,.,7980,390
1612,2016Q4, Sveitarfelagid Hornafjordur,2160,1150,1020,.,1930,240
1613,2016Q4, Myrdalshreppur,550,280,270,.,410,150
1614,2016Q4, Skaftarhreppur,470,250,220,.,420,60
1615,2016Q4, Asahreppur,250,140,120,.,190,60
1616,2016Q4, Rangarthing eystra,1710,890,830,.,1500,210
1617,2016Q4, Rangarthing ytra,1510,750,760,.,1350,170
1618,2016Q4, Hrunamannahreppur,760,410,360,.,620,140
1619,2016Q4, Hveragerdisbaer,2440,1220,1220,.,2340,100
1620,2016Q4, Sveitarfelagid Olfus,1960,1030,930,.,1680,280
1621,2016Q4, Grimsnes- og Grafningshreppur,450,240,220,.,400,60
1622,2016Q4, Skeida- og Gnupverjahreppur,590,320,270,.,480,110
1623,2016Q4, Blaskogabyggd,1000,510,500,.,820,180
1624,2016Q4, Floahreppur,640,340,300,.,610,35
1625,2017Q1,Total,333990,168500,165490,.,304490,29500
1626,2017Q1,Capital region,213680,106610,107070,.,195260,18430
1627,2017Q1, Reykjavikurborg,120960,60280,60680,.,108820,12140
1628,2017Q1, Kopavogsbaer,34840,17440,17400,.,32250,2600
1629,2017Q1, Seltjarnarnesbaer,4410,2170,2240,.,4140,270
1630,2017Q1, Gardabaer,15130,7460,7680,.,14600,540
1631,2017Q1, Hafnarfjardarkaupstadur,28370,14150,14220,.,25950,2420
1632,2017Q1, Mosfellsbaer,9750,4990,4760,.,9300,440
1633,2017Q1, Kjosarhreppur,220,120,100,.,200,15
1634,2017Q1,Other regions,120300,61880,58420,.,109230,11070
1635,2017Q1, Reykjanesbaer,16270,8420,7860,.,13780,2490
1636,2017Q1, Grindavikurbaer,3190,1670,1520,.,2780,410
1637,2017Q1, Sveitarfelagid Vogar,1180,600,570,.,1040,130
1638,2017Q1, Sudurnesjabaer,3210,1730,1470,.,2700,500
1639,2017Q1, Akraneskaupstadur,6980,3550,3440,.,6500,490
1640,2017Q1, Skorradalshreppur,60,30,30,.,60,.
1641,2017Q1, Hvalfjardarsveit,640,330,320,.,610,30
1642,2017Q1, Borgarbyggd,3600,1890,1720,.,3330,280
1643,2017Q1, Grundarfjardarbaer,850,440,410,.,700,150
1644,2017Q1, Eyja- og Miklaholtshreppur,120,60,70,.,100,25
1645,2017Q1, Snaefellsbaer,1610,830,780,.,1360,250
1646,2017Q1, Sveitarfelagid Stykkisholmur,1180,600,590,.,1060,120
1647,2017Q1, Dalabyggd,670,360,310,.,630,35
1648,2017Q1, Bolungarvikurkaupstadur,900,470,430,.,740,160
1649,2017Q1, Isafjardarbaer,3580,1810,1780,.,3200,390
1650,2017Q1, Reykholahreppur,280,150,130,.,270,5
1651,2017Q1, Vesturbyggd,1230,650,580,.,1060,160
1652,2017Q1, Sudavikurhreppur,170,90,80,.,150,25
1653,2017Q1, Arneshreppur,50,25,25,.,50,.
1654,2017Q1, Kaldrananeshreppur,100,50,50,.,90,10
1655,2017Q1, Strandabyggd,470,240,230,.,460,10
1656,2017Q1, Hunathing vestra,1140,550,590,.,1090,60
1657,2017Q1, Sveitarfelagid Skagastrond,470,240,230,.,460,20
1658,2017Q1, Hunabyggd,1350,700,650,.,1270,80
1659,2017Q1, Skagafjordur,4070,2030,2040,.,3890,180
1660,2017Q1, Akureyrarbaer,18370,9140,9230,.,17770,600
1661,2017Q1, Nordurthing,2930,1600,1340,.,2520,420
1662,2017Q1, Fjallabyggd,2020,1030,990,.,1920,100
1663,2017Q1, Dalvikurbyggd,1820,930,890,.,1650,170
1664,2017Q1, Eyjafjardarsveit,990,490,490,.,950,35
1665,2017Q1, Horgarsveit,560,280,280,.,550,15
1666,2017Q1, Svalbardsstrandarhreppur,460,270,190,.,370,90
1667,2017Q1, Grytubakkahreppur,350,190,170,.,330,15
1668,2017Q1, Tjorneshreppur,60,25,30,.,60,0
1669,2017Q1, Thingeyjarsveit,1300,710,600,.,1160,140
1670,2017Q1, Langanesbyggd,570,310,270,.,490,80
1671,2017Q1, Fjardabyggd,4810,2560,2260,.,4260,550
1672,2017Q1, Mulathing,4700,2420,2270,.,4400,300
1673,2017Q1, Vopnafjardarhreppur,640,330,300,.,620,15
1674,2017Q1, Fljotsdalshreppur,80,50,30,.,80,5
1675,2017Q1, Vestmannaeyjabaer,4250,2210,2040,.,3950,300
1676,2017Q1, Sveitarfelagid Arborg,8450,4270,4180,.,8040,410
1677,2017Q1, Sveitarfelagid Hornafjordur,2150,1140,1010,.,1910,240
1678,2017Q1, Myrdalshreppur,550,280,270,.,400,150
1679,2017Q1, Skaftarhreppur,500,260,230,.,420,70
1680,2017Q1, Asahreppur,260,140,120,.,180,70
1681,2017Q1, Rangarthing eystra,1700,890,810,.,1480,220
1682,2017Q1, Rangarthing ytra,1530,760,770,.,1350,180
1683,2017Q1, Hrunamannahreppur,750,410,350,.,620,130
1684,2017Q1, Hveragerdisbaer,2470,1250,1220,.,2350,120
1685,2017Q1, Sveitarfelagid Olfus,1970,1040,930,.,1700,270
1686,2017Q1, Grimsnes- og Grafningshreppur,460,240,220,.,400,50
1687,2017Q1, Skeida- og Gnupverjahreppur,600,330,270,.,480,120
1688,2017Q1, Blaskogabyggd,1020,520,500,.,830,190
1689,2017Q1, Floahreppur,640,340,300,.,610,30
1690,2017Q2,Total,336450,170020,166430,.,305460,30980
1691,2017Q2,Capital region,214890,107400,107480,.,195800,19080
1692,2017Q2, Reykjavikurborg,121460,60680,60770,.,108850,12600
1693,2017Q2, Kopavogsbaer,35030,17540,17490,.,32350,2680
1694,2017Q2, Seltjarnarnesbaer,4410,2170,2240,.,4150,260
1695,2017Q2, Gardabaer,15250,7520,7730,.,14700,550
1696,2017Q2, Hafnarfjardarkaupstadur,28580,14280,14310,.,26090,2500
1697,2017Q2, Mosfellsbaer,9940,5100,4840,.,9470,470
1698,2017Q2, Kjosarhreppur,210,110,100,.,200,15
1699,2017Q2,Other regions,121560,62620,58950,.,109660,11900
1700,2017Q2, Reykjanesbaer,16710,8720,7990,.,13880,2830
1701,2017Q2, Grindavikurbaer,3220,1690,1530,.,2800,430
1702,2017Q2, Sveitarfelagid Vogar,1190,620,570,.,1040,150
1703,2017Q2, Sudurnesjabaer,3260,1760,1500,.,2740,520
1704,2017Q2, Akraneskaupstadur,7050,3590,3460,.,6540,500
1705,2017Q2, Skorradalshreppur,60,30,30,.,60,.
1706,2017Q2, Hvalfjardarsveit,650,330,320,.,620,35
1707,2017Q2, Borgarbyggd,3590,1890,1710,.,3290,300
1708,2017Q2, Grundarfjardarbaer,850,440,410,.,700,150
1709,2017Q2, Eyja- og Miklaholtshreppur,120,60,70,.,100,25
1710,2017Q2, Snaefellsbaer,1620,840,780,.,1350,270
1711,2017Q2, Sveitarfelagid Stykkisholmur,1190,610,590,.,1080,120
1712,2017Q2, Dalabyggd,670,360,310,.,630,35
1713,2017Q2, Bolungarvikurkaupstadur,910,490,430,.,750,160
1714,2017Q2, Isafjardarbaer,3620,1830,1790,.,3220,400
1715,2017Q2, Reykholahreppur,270,140,130,.,260,5
1716,2017Q2, Vesturbyggd,1240,650,590,.,1070,170
1717,2017Q2, Sudavikurhreppur,170,90,80,.,150,25
1718,2017Q2, Arneshreppur,50,25,25,.,50,0
1719,2017Q2, Kaldrananeshreppur,110,50,60,.,90,10
1720,2017Q2, Strandabyggd,460,240,210,.,450,10
1721,2017Q2, Hunathing vestra,1160,560,600,.,1090,70
1722,2017Q2, Sveitarfelagid Skagastrond,480,250,230,.,460,20
1723,2017Q2, Hunabyggd,1360,710,650,.,1260,90
1724,2017Q2, Skagafjordur,4080,2040,2040,.,3890,190
1725,2017Q2, Akureyrarbaer,18440,9170,9270,.,17810,630
1726,2017Q2, Nordurthing,2980,1620,1360,.,2520,460
1727,2017Q2, Fjallabyggd,2010,1020,990,.,1910,100
1728,2017Q2, Dalvikurbyggd,1820,930,890,.,1650,170
1729,2017Q2, Eyjafjardarsveit,990,490,500,.,950,35
1730,2017Q2, Horgarsveit,570,290,280,.,550,15
1731,2017Q2, Svalbardsstrandarhreppur,440,250,190,.,370,70
1732,2017Q2, Grytubakkahreppur,360,190,170,.,340,20
1733,2017Q2, Tjorneshreppur,60,25,30,.,60,0
1734,2017Q2, Thingeyjarsveit,1350,730,610,.,1180,170
1735,2017Q2, Langanesbyggd,590,320,270,.,500,90
1736,2017Q2, Fjardabyggd,4860,2570,2290,.,4290,570
1737,2017Q2, Mulathing,4730,2440,2290,.,4400,330
1738,2017Q2, Vopnafjardarhreppur,640,330,310,.,620,15
1739,2017Q2, Fljotsdalshreppur,80,50,30,.,80,5
1740,2017Q2, Vestmannaeyjabaer,4240,2200,2040,.,3940,300
1741,2017Q2, Sveitarfelagid Arborg,8530,4310,4220,.,8100,430
1742,2017Q2, Sveitarfelagid Hornafjordur,2230,1160,1060,.,1940,290
1743,2017Q2, Myrdalshreppur,570,290,280,.,390,180
1744,2017Q2, Skaftarhreppur,510,270,240,.,430,80
1745,2017Q2, Asahreppur,250,130,120,.,190,70
1746,2017Q2, Rangarthing eystra,1710,890,820,.,1470,240
1747,2017Q2, Rangarthing ytra,1550,770,780,.,1370,190
1748,2017Q2, Hrunamannahreppur,770,420,360,.,630,150
1749,2017Q2, Hveragerdisbaer,2500,1250,1250,.,2380,120
1750,2017Q2, Sveitarfelagid Olfus,2000,1050,940,.,1710,280
1751,2017Q2, Grimsnes- og Grafningshreppur,450,240,210,.,400,50
1752,2017Q2, Skeida- og Gnupverjahreppur,600,330,270,.,480,110
1753,2017Q2, Blaskogabyggd,1030,530,500,.,830,200
1754,2017Q2, Floahreppur,640,340,300,.,600,35
1755,2017Q3,Total,340290,172530,167760,.,306140,34160
1756,2017Q3,Capital region,216880,108730,108150,.,196160,20730
1757,2017Q3, Reykjavikurborg,122620,61500,61130,.,108770,13850
1758,2017Q3, Kopavogsbaer,35160,17660,17510,.,32380,2780
1759,2017Q3, Seltjarnarnesbaer,4470,2200,2270,.,4190,280
1760,2017Q3, Gardabaer,15360,7580,7770,.,14760,590
1761,2017Q3, Hafnarfjardarkaupstadur,28770,14380,14390,.,26150,2620
1762,2017Q3, Mosfellsbaer,10280,5290,4980,.,9690,580
1763,2017Q3, Kjosarhreppur,220,120,100,.,210,10
1764,2017Q3,Other regions,123410,63800,59610,.,109980,13430
1765,2017Q3, Reykjanesbaer,17180,9030,8150,.,13930,3260
1766,2017Q3, Grindavikurbaer,3270,1720,1550,.,2800,470
1767,2017Q3, Sveitarfelagid Vogar,1220,640,580,.,1050,170
1768,2017Q3, Sudurnesjabaer,3350,1810,1540,.,2760,590
1769,2017Q3, Akraneskaupstadur,7140,3640,3490,.,6570,560
1770,2017Q3, Skorradalshreppur,60,30,30,.,60,.
1771,2017Q3, Hvalfjardarsveit,650,330,320,.,610,35
1772,2017Q3, Borgarbyggd,3640,1930,1720,.,3290,360
1773,2017Q3, Grundarfjardarbaer,850,440,410,.,690,160
1774,2017Q3, Eyja- og Miklaholtshreppur,120,60,70,.,100,25
1775,2017Q3, Snaefellsbaer,1630,840,790,.,1340,300
1776,2017Q3, Sveitarfelagid Stykkisholmur,1210,620,590,.,1090,120
1777,2017Q3, Dalabyggd,660,350,310,.,630,35
1778,2017Q3, Bolungarvikurkaupstadur,930,500,430,.,760,170
1779,2017Q3, Isafjardarbaer,3630,1840,1790,.,3170,460
1780,2017Q3, Reykholahreppur,270,140,130,.,270,10
1781,2017Q3, Vesturbyggd,1260,670,590,.,1060,200
1782,2017Q3, Sudavikurhreppur,180,100,80,.,150,25
1783,2017Q3, Arneshreppur,40,20,20,.,40,0
1784,2017Q3, Kaldrananeshreppur,110,50,60,.,100,10
1785,2017Q3, Strandabyggd,440,230,210,.,430,10
1786,2017Q3, Hunathing vestra,1170,570,610,.,1100,70
1787,2017Q3, Sveitarfelagid Skagastrond,480,240,230,.,460,20
1788,2017Q3, Hunabyggd,1360,710,640,.,1260,100
1789,2017Q3, Skagafjordur,4100,2060,2050,.,3890,210
1790,2017Q3, Akureyrarbaer,18540,9230,9310,.,17850,690
1791,2017Q3, Nordurthing,3180,1810,1380,.,2530,650
1792,2017Q3, Fjallabyggd,2010,1020,990,.,1900,110
1793,2017Q3, Dalvikurbyggd,1860,960,910,.,1680,190
1794,2017Q3, Eyjafjardarsveit,1000,500,500,.,950,45
1795,2017Q3, Horgarsveit,560,280,280,.,540,15
